Order_Id,Type
D779850800,Other
A769119518,Non-Veg
D205599806,Veg
A922448311,Veg
D308920673,Other
D722413244,Other
E687378162,Veg
C854854046,Non-Veg
C749917017,Veg
A526872051,Veg
D411985164,Veg
E596645700,Non-Veg
E596513088,Veg
C433436516,Veg
C905176010,Non-Veg
E929075325,Non-Veg
D928020918,Veg
C453044092,Veg
E410290721,Non-Veg
B751759031,Other
A440651608,Veg
E554198089,Veg
B631519826,Veg
D114171874,Non-Veg
E876245609,Other
E903547896,Veg
D411383906,Other
B381942803,Other
C434954337,Non-Veg
A986854009,Non-Veg
A463474125,Veg
E702784085,Veg
E429776552,Non-Veg
C251690816,Other
D476588962,Veg
C263744222,Other
B355778540,Non-Veg
C454134779,Non-Veg
C133021806,Veg
B307112037,Other
C143299743,Non-Veg
E749347390,Non-Veg
E313249087,Non-Veg
B768722577,Other
A146169656,Veg
C604567674,Other
E801485727,Other
A109041621,Veg
B857057006,Veg
C703327129,Veg
C515409774,Non-Veg
C408479918,Other
B976857023,Veg
D807861221,Veg
E155368336,Other
E273865214,Non-Veg
C145652845,Non-Veg
E500128723,Veg
E744726810,Veg
A465209486,Veg
E269773809,Non-Veg
D181727379,Other
B355351700,Non-Veg
A427004962,Other
D621742602,Other
B884159386,Other
B446053897,Veg
B506433086,Other
E322790600,Non-Veg
D619753857,Other
B847106194,Non-Veg
E185353847,Other
D803304380,Other
C219743281,Veg
E987442171,Non-Veg
C669088821,Other
D149964072,Other
A861800872,Other
D794603274,Other
C835442643,Veg
A388334428,Other
D600919310,Other
A470419955,Veg
D933250018,Other
C855607828,Veg
E908488519,Veg
E182441333,Non-Veg
B891248671,Other
C381067206,Non-Veg
C429506553,Veg
C956308831,Non-Veg
A685081071,Veg
D324626144,Non-Veg
A993162076,Other
A948744802,Non-Veg
E243164599,Other
C112056721,Non-Veg
E584976216,Non-Veg
B120591682,Other
E735781298,Non-Veg
D718330991,Non-Veg
E661851142,Veg
D737130941,Other
C603039482,Veg
D142426638,Other
C370454547,Veg
D613311224,Non-Veg
C255191520,Other
A869419924,Non-Veg
B906874546,Non-Veg
A839314923,Other
C492614497,Veg
A677326728,Non-Veg
E748065671,Veg
A106462878,Other
B850110141,Non-Veg
E991265876,Non-Veg
A705521218,Veg
E334140911,Veg
A747381178,Non-Veg
A378123920,Non-Veg
A510923630,Non-Veg
B646238410,Other
A867315707,Veg
E839750627,Veg
E769731557,Other
D251290743,Veg
B550266425,Other
E384759589,Veg
C310919813,Other
C145243954,Other
E521435468,Non-Veg
C684190312,Veg
A134159777,Veg
C446512788,Veg
C983560175,Non-Veg
D929657884,Non-Veg
D784490680,Non-Veg
B607313288,Other
A189898628,Veg
A754570390,Non-Veg
E213988683,Other
B690165173,Non-Veg
B441114382,Other
E361655037,Other
C191839793,Veg
A192803277,Other
E602400840,Veg
D531830132,Veg
C657531188,Veg
B281141401,Other
E338963164,Other
C946651262,Other
E270456367,Veg
D720716456,Veg
A683475842,Other
A665682400,Other
D256270400,Non-Veg
B708359689,Veg
D110418790,Non-Veg
C869253127,Non-Veg
B736022747,Veg
B632797570,Other
D777535145,Other
D365594223,Veg
A618645275,Other
B120532854,Other
E500828519,Other
C458048371,Non-Veg
A408353128,Veg
D409651593,Veg
D948708128,Veg
D802727906,Veg
A212405216,Non-Veg
C496095845,Veg
A622120518,Non-Veg
B291870000,Other
A224409803,Non-Veg
D404298808,Other
D727515130,Veg
E250579547,Non-Veg
E968756074,Other
B908349813,Non-Veg
B460144278,Non-Veg
A592316578,Other
E980614447,Other
C669858465,Non-Veg
E444639013,Other
A580269477,Other
D657106895,Veg
A226487344,Veg
C465145542,Veg
B957772657,Other
B430333779,Non-Veg
C278264235,Veg
E647759930,Veg
E912642701,Non-Veg
A840573641,Other
D231800601,Veg
A780466152,Veg
C733621881,Non-Veg
D505039515,Veg
A507180481,Non-Veg
A673300683,Other
A716119610,Other
B571406611,Veg
E602834196,Non-Veg
D466591227,Other
D564187979,Other
A322987995,Other
B474474392,Veg
E523004323,Veg
A183191602,Other
D779414545,Other
B739571685,Veg
B142566733,Non-Veg
E941503756,Non-Veg
D934899540,Non-Veg
E105022302,Other
E189328219,Other
B326984313,Non-Veg
A470998015,Other
B569306137,Non-Veg
E938735463,Non-Veg
C347073242,Non-Veg
E975958422,Other
D566596489,Veg
B557408419,Veg
E690678884,Veg
D799815730,Veg
A527490918,Non-Veg
B353321046,Veg
B412184774,Veg
D263678409,Other
C868144285,Other
E734358481,Other
B761071806,Non-Veg
E982276803,Non-Veg
B442902851,Other
E100367248,Other
E491438090,Other
E469164395,Non-Veg
C734654926,Non-Veg
B913826389,Non-Veg
C964493195,Other
A983858581,Other
D993422581,Non-Veg
E884532864,Veg
A253063721,Non-Veg
A790773968,Other
D459953240,Veg
D138366567,Veg
B945777100,Non-Veg
B626458536,Veg
D383728422,Other
D589610184,Other
D679890111,Non-Veg
C388163602,Other
D492105692,Non-Veg
B234902780,Other
C259742716,Non-Veg
B299917324,Other
E165511943,Veg
C862270097,Non-Veg
C778090833,Non-Veg
B545457075,Other
B446091528,Other
E449535014,Non-Veg
A181088898,Other
A776929841,Veg
E434054957,Veg
A475591673,Veg
D974828216,Other
B923221657,Non-Veg
E295967365,Veg
A299051110,Non-Veg
D770450516,Veg
D114305159,Veg
D592137331,Other
A455405783,Other
E866419769,Other
E894184211,Other
C114853985,Non-Veg
C347022274,Other
D214877973,Veg
C263276558,Veg
B141479154,Veg
C979315521,Other
C912281628,Non-Veg
C961067513,Non-Veg
E789438489,Other
C831676762,Veg
B637015211,Veg
D926427285,Non-Veg
A852195809,Non-Veg
A157547798,Non-Veg
E858227438,Other
D899138887,Veg
D600534172,Other
D262127305,Other
C946067299,Veg
B702054762,Other
E404957048,Non-Veg
D802271861,Non-Veg
A342085304,Veg
C455062436,Other
D904330625,Non-Veg
E156492504,Non-Veg
B770428899,Non-Veg
A441123785,Non-Veg
B685145540,Veg
B151049240,Veg
B862710466,Non-Veg
B389369948,Other
E576447774,Veg
A421967229,Veg
C211224474,Non-Veg
B412062246,Other
D169555875,Veg
E324832400,Veg
A150549682,Veg
A531154460,Veg
A601975124,Veg
B645974533,Veg
E934024901,Non-Veg
B141370834,Veg
B203785348,Other
B363257845,Non-Veg
E614363653,Other
B879686724,Veg
A331187454,Non-Veg
E773352902,Non-Veg
E217091528,Other
A455481229,Veg
B778355017,Other
B509401026,Non-Veg
C128628165,Veg
E731390512,Other
D941005812,Other
E597785401,Non-Veg
C443758799,Veg
B132973048,Non-Veg
B380596079,Non-Veg
B380603829,Other
A721873572,Non-Veg
B404930867,Veg
C481167719,Non-Veg
C266306934,Other
A144374666,Veg
B978187185,Other
B449282847,Veg
D894788981,Other
B563596193,Veg
D336714276,Other
D872666830,Other
E346241644,Other
C450011178,Other
C157631270,Non-Veg
D698787723,Veg
E494482278,Non-Veg
C514071732,Other
A328809415,Veg
B703260178,Veg
B846354700,Non-Veg
A343333613,Veg
D911975645,Veg
B298014117,Other
C240782275,Other
B562872684,Non-Veg
B958660523,Other
B711092295,Veg
A842069331,Other
D425111672,Non-Veg
A522487774,Non-Veg
A344341826,Veg
B881119294,Veg
E140843342,Other
E572937275,Veg
C273470548,Other
A287256329,Other
A528689720,Veg
E998790813,Non-Veg
D136748196,Non-Veg
A119383257,Veg
A502801851,Other
A982830759,Veg
C711740480,Non-Veg
A457846729,Other
D638340219,Other
E173323873,Other
E673937927,Non-Veg
E997089034,Other
D327137218,Other
C326704375,Veg
A824019794,Non-Veg
B876451870,Veg
A927825368,Non-Veg
E809702895,Other
B792727508,Veg
C684043959,Other
B193093713,Other
C559422589,Non-Veg
A852115980,Other
E268514555,Veg
E289912295,Veg
D844254412,Non-Veg
B425944195,Veg
C143494511,Non-Veg
A814336861,Non-Veg
D500128672,Veg
D173027335,Other
A551108088,Veg
E678643174,Non-Veg
E279841155,Veg
C499978203,Other
B231070798,Veg
C430345261,Other
B487372814,Other
C587594934,Veg
B959202607,Other
B641955954,Non-Veg
B300032691,Other
C268984659,Non-Veg
C547558814,Veg
E707160895,Veg
C537983340,Other
A605446332,Other
C491325786,Other
C139795912,Veg
A537628246,Other
C767320701,Other
C752067545,Veg
C901878785,Non-Veg
B401763977,Other
E723652913,Non-Veg
D767407628,Veg
D914855102,Other
B389601908,Veg
C705935003,Non-Veg
D860496201,Veg
D624093829,Non-Veg
A976027258,Other
C773113563,Other
E231146911,Veg
D283091092,Other
D862025202,Other
B537739102,Other
E337770468,Veg
C739440414,Other
A227802883,Non-Veg
D815147760,Other
E397135183,Other
B316321801,Other
A264698619,Non-Veg
B808753021,Other
C442269996,Other
B562532200,Non-Veg
D386535918,Non-Veg
C761326378,Non-Veg
A955574552,Other
B663676802,Veg
B692826959,Veg
D997884778,Other
E760384980,Veg
C291111784,Other
D656074052,Non-Veg
E784337053,Non-Veg
A726648386,Other
B344817904,Veg
E734908887,Non-Veg
E115070331,Other
A989724896,Other
B769316241,Veg
C143993028,Non-Veg
E576220694,Veg
E539365511,Non-Veg
E536563970,Other
D704158559,Veg
A473598266,Other
A670128768,Veg
E995437455,Other
A922146343,Other
C263761532,Other
C557796464,Non-Veg
E681366150,Other
D773956572,Veg
E884231108,Veg
A408069530,Other
B199020197,Veg
E352723093,Other
B279213591,Other
A418620355,Other
A839593970,Veg
B627773402,Veg
C962391130,Other
C837611020,Non-Veg
D211826293,Non-Veg
A115271541,Veg
D538361414,Other
B665995653,Other
D893716186,Other
E331276372,Veg
E268765284,Other
B615976050,Other
B518588214,Other
C127217389,Veg
A614978559,Veg
E615870776,Veg
E876251195,Veg
A708284759,Other
B125993298,Other
C172844195,Non-Veg
E213861301,Non-Veg
E438990936,Veg
A143386030,Other
C955009090,Veg
C863982749,Other
D274041881,Veg
E804759470,Other
C868166668,Other
B198759311,Non-Veg
E178594955,Other
E243407418,Non-Veg
C612799133,Other
E542995170,Other
E914225789,Non-Veg
A205014743,Non-Veg
C656617969,Veg
D871016734,Other
D276831251,Veg
D458922903,Non-Veg
E811431410,Veg
C608429791,Other
D984230935,Other
C400453361,Other
A155469379,Veg
E625577349,Other
D104132202,Non-Veg
B310036747,Non-Veg
C652508953,Veg
D298706668,Veg
C995792448,Veg
E527923940,Other
E268654438,Veg
C534015033,Other
B122316471,Other
B744220805,Non-Veg
D651479511,Veg
B819544103,Veg
C926921232,Other
E793110425,Other
C875638990,Veg
E780880655,Veg
E266417655,Non-Veg
C794898912,Non-Veg
B378365661,Non-Veg
B780713900,Veg
E248335159,Other
E471811579,Non-Veg
D868763236,Non-Veg
E638102700,Non-Veg
B679032737,Non-Veg
B631377846,Non-Veg
C301552807,Veg
C531461115,Non-Veg
C751512945,Other
E235953170,Non-Veg
E996305418,Other
D658360963,Other
D666248074,Veg
D527055469,Other
B147422110,Other
D976553055,Veg
A227622212,Veg
D434425269,Other
D993778618,Other
A872111937,Non-Veg
E228323956,Veg
D334705228,Veg
D336142952,Veg
C785191276,Other
B217712578,Other
B299708434,Other
C246365154,Other
A408148855,Veg
D623577746,Other
A143488405,Other
E845159914,Veg
C521595667,Veg
C997700697,Other
C416744187,Other
D514972118,Other
B106448421,Non-Veg
D330041933,Veg
C371758681,Veg
D363643371,Veg
D455033748,Other
E539173853,Other
A279210057,Non-Veg
B765782902,Non-Veg
A117871515,Veg
E954373773,Non-Veg
A846293575,Veg
E347905095,Veg
E242076820,Veg
D448198344,Veg
E562479433,Other
E299384581,Other
C551474645,Other
E843169781,Veg
B969249312,Veg
E980027890,Non-Veg
A771949197,Non-Veg
D964997110,Other
B286418008,Veg
D228909475,Other
A121006704,Non-Veg
C806117267,Other
C438455928,Non-Veg
D572180367,Veg
C617200998,Non-Veg
B800787781,Other
D517140139,Veg
B936773510,Veg
A268297484,Veg
C577261768,Non-Veg
E104456764,Other
C799863496,Veg
C998684053,Other
E882185712,Non-Veg
D871556625,Other
D257564912,Non-Veg
B476810283,Veg
C919722352,Other
C531426026,Other
C310291743,Veg
B180435063,Other
B605347259,Non-Veg
B773295774,Other
D820348944,Veg
D950639929,Other
B890994525,Non-Veg
B357038130,Veg
C761953249,Other
C447583809,Non-Veg
E866825357,Other
E742446167,Non-Veg
D179113746,Other
D450745533,Non-Veg
E414384691,Veg
D500829878,Veg
C716004547,Non-Veg
A891089071,Veg
E736586000,Other
C255030093,Other
B907186211,Veg
A613834687,Non-Veg
E367931971,Non-Veg
A957737705,Other
E511294954,Veg
A276866191,Other
A913389635,Other
C143618181,Veg
B641675108,Veg
D563210142,Veg
E537666476,Veg
D451163522,Non-Veg
A280650223,Non-Veg
C821603962,Veg
A188882723,Other
A174773513,Other
D478195549,Non-Veg
D988862093,Non-Veg
D126526753,Other
C422112461,Veg
B273207677,Non-Veg
A504061031,Non-Veg
C957421678,Other
D761063934,Other
E222785887,Other
D498706073,Veg
B149457643,Other
A927865462,Other
C466728851,Veg
B143820892,Other
C792835370,Veg
E969249543,Non-Veg
D668460621,Non-Veg
C492068156,Non-Veg
A116223290,Non-Veg
E291524146,Non-Veg
A565064718,Veg
E502536831,Veg
E732308165,Other
D523971266,Veg
C719408349,Veg
C420500341,Veg
A880993060,Veg
B401517054,Other
B528967400,Other
C826331290,Other
A879789393,Other
E376849109,Veg
C808080294,Other
B775719963,Other
E486776058,Other
B646039745,Other
E821647640,Other
B752727297,Other
C194612452,Veg
B259600259,Other
E734182399,Other
E779303265,Other
B817019205,Non-Veg
A463540603,Non-Veg
C747766177,Other
C321356207,Other
D755194102,Other
E563044881,Veg
B716866127,Veg
E713401421,Non-Veg
A204030404,Veg
A978647275,Veg
C313380166,Non-Veg
B540176954,Non-Veg
A753304055,Veg
D635610904,Veg
A622640192,Other
D657621794,Other
D573635233,Veg
A304759924,Other
D125307827,Other
A749654240,Veg
E434752157,Other
C230779618,Other
D110790849,Other
D720273455,Veg
E106520328,Non-Veg
E702165755,Veg
D740570025,Non-Veg
E371249425,Non-Veg
B933184375,Veg
B474181181,Other
C876347362,Other
C801913553,Veg
C792278920,Other
A496885916,Non-Veg
A775813789,Veg
A924964558,Non-Veg
C236327866,Other
D758026641,Non-Veg
E570114351,Other
B588350610,Other
B166615111,Non-Veg
A454214801,Non-Veg
D675855596,Non-Veg
B574440489,Other
B505831361,Veg
B526989025,Veg
E331282716,Veg
B879809127,Non-Veg
B925975193,Veg
C532078028,Veg
E464640528,Other
D289396565,Non-Veg
C597969819,Non-Veg
E537277418,Veg
A139841393,Veg
E841459062,Veg
B849441971,Veg
E960840609,Veg
D396965659,Other
B400705727,Other
A418814983,Other
A720266946,Other
B789400048,Veg
D564774422,Non-Veg
A713125500,Veg
D714781045,Non-Veg
C371765969,Other
D900824139,Non-Veg
B552967087,Other
A736999676,Veg
E280819570,Veg
A547469723,Other
C937119372,Other
D377030501,Veg
A283685654,Other
C764045243,Veg
C531583258,Other
E493237019,Other
A305738351,Other
C745508213,Other
E975540816,Veg
A331300911,Other
B358594711,Other
D955581509,Other
E957267033,Veg
C414217405,Veg
D386450571,Veg
C558309814,Other
A923405725,Other
C898475116,Non-Veg
E650613545,Non-Veg
E639501947,Veg
B762704988,Other
D234654453,Other
C272750644,Veg
D885638798,Other
B981862669,Non-Veg
C805519224,Veg
E493968133,Other
E389851457,Veg
E559541461,Non-Veg
C363475538,Veg
B190616803,Non-Veg
C549300731,Veg
B174360626,Other
C632159791,Other
A273374206,Non-Veg
D520463668,Veg
B918343936,Non-Veg
B321700510,Veg
E647839397,Veg
D247526839,Non-Veg
C297604316,Non-Veg
B655513428,Non-Veg
D112221554,Non-Veg
E408646624,Non-Veg
C427392191,Veg
E139283197,Other
C396168204,Other
A142898666,Veg
B991566254,Non-Veg
B634940296,Veg
A182504854,Non-Veg
B207771622,Non-Veg
C327440041,Non-Veg
B819685695,Veg
B464499360,Other
E572584470,Non-Veg
B984622983,Veg
D589777346,Non-Veg
A120949690,Non-Veg
C879236247,Veg
E358610897,Other
E470221817,Other
C382561131,Other
C760765199,Veg
B527615598,Other
A128924396,Non-Veg
B792525426,Veg
D377898457,Non-Veg
C493610210,Other
A434789128,Veg
C162900224,Other
A795435163,Non-Veg
B857089544,Veg
C713194015,Non-Veg
C843938576,Veg
B298734232,Other
A966991542,Other
B118631110,Other
A692672802,Non-Veg
E933162037,Non-Veg
E425496004,Non-Veg
B578845033,Veg
E854150762,Veg
E654246109,Other
A802203736,Veg
C730420799,Non-Veg
D465734075,Other
E893358729,Other
A322937719,Other
C778112361,Veg
D257208517,Veg
D329765291,Veg
C894200868,Veg
A230669811,Veg
D488459609,Veg
B489173294,Veg
D445815220,Non-Veg
B112466766,Other
A764525143,Other
C314675246,Non-Veg
E757435341,Non-Veg
B116278805,Non-Veg
E366597881,Other
C541395637,Non-Veg
D827883740,Other
C304258087,Veg
B720587065,Veg
C769072121,Veg
A197641271,Other
B541592839,Other
D158737044,Non-Veg
C498519312,Other
B609804024,Non-Veg
B959370526,Other
E988900810,Veg
C391036144,Non-Veg
E587097021,Veg
E669351255,Non-Veg
B758833328,Non-Veg
B613101860,Other
A383204996,Non-Veg
C721404426,Non-Veg
B850602922,Veg
D825135033,Veg
C922085778,Other
E803536267,Other
D311284574,Veg
B637960862,Veg
C207995504,Veg
A308462395,Veg
E910535531,Veg
A388211167,Veg
D433739319,Other
D360676918,Veg
A679567913,Veg
D676372260,Non-Veg
D813684032,Veg
A177216937,Veg
A836853500,Non-Veg
B361744341,Veg
C498155025,Other
E330919256,Other
A350107346,Veg
A345088500,Non-Veg
E727532415,Non-Veg
A925614297,Veg
B928247929,Non-Veg
D529728221,Other
E943077481,Other
A349920851,Non-Veg
B705265506,Non-Veg
B950656291,Veg
B940436602,Non-Veg
D267690932,Non-Veg
D823800381,Other
C265045575,Other
D705145763,Non-Veg
C190980270,Non-Veg
B820501648,Non-Veg
A571281317,Veg
B188533343,Non-Veg
E266659201,Other
B446011774,Veg
B688928843,Other
A236329178,Other
C884877112,Non-Veg
A284907969,Other
B896278594,Non-Veg
B700545204,Non-Veg
E588230169,Veg
C119718377,Non-Veg
C411387431,Veg
B290307009,Veg
B244220119,Non-Veg
E527743461,Non-Veg
B377460003,Veg
D703103275,Veg
C803598961,Veg
C697512108,Other
D251715471,Non-Veg
D268740217,Non-Veg
D835946958,Other
C913485971,Non-Veg
A161082252,Other
C182897994,Non-Veg
A206303275,Non-Veg
A353311519,Veg
A248687412,Non-Veg
D266421055,Other
C779403861,Other
C413293838,Non-Veg
C958410925,Veg
A565981693,Other
E213830468,Other
E470565714,Non-Veg
A607908594,Other
A556731288,Other
A643500815,Veg
A120604178,Non-Veg
A309142993,Veg
E427784597,Other
D698078512,Veg
E238881934,Veg
D635259215,Non-Veg
C827484581,Veg
E487314515,Veg
D290482499,Other
A534397182,Other
A638914836,Other
D565158925,Non-Veg
D892324127,Non-Veg
C929220045,Veg
E451270042,Veg
B389762566,Other
D137292877,Non-Veg
E720233808,Non-Veg
C685618480,Veg
D718779196,Veg
C237310078,Other
D615492714,Other
A697107812,Non-Veg
B346596960,Veg
E600960034,Other
D733207811,Veg
E154217001,Veg
E375836264,Veg
A293916086,Veg
E391029861,Non-Veg
E582547698,Other
B891053874,Other
A640663524,Non-Veg
D205963396,Veg
A938058315,Non-Veg
B196218341,Veg
D553865763,Other
A689901608,Non-Veg
B683951673,Veg
B883246834,Non-Veg
E551948649,Non-Veg
D763807340,Other
B679706099,Non-Veg
A658678991,Veg
A510231916,Veg
B891074248,Other
C461096019,Non-Veg
D362471465,Veg
D475307029,Other
E267858307,Non-Veg
B403454148,Veg
D395032056,Veg
D288940914,Veg
A711237915,Non-Veg
D480215735,Non-Veg
E437684786,Veg
D604614042,Other
B123964723,Veg
D180347421,Other
D776349357,Non-Veg
C817022018,Veg
A176704788,Non-Veg
C489991392,Other
C882000297,Veg
A824354135,Veg
E812585558,Non-Veg
B982624102,Non-Veg
C577280782,Other
E387256944,Other
B307874669,Other
B913825844,Veg
A279343268,Veg
D389836869,Other
A401220878,Non-Veg
B203477117,Non-Veg
D453216067,Non-Veg
E674320729,Non-Veg
E837213941,Veg
A785672958,Veg
D188860389,Veg
C245983091,Veg
C750954136,Veg
A902111249,Other
B648481839,Non-Veg
C820653944,Veg
C814803785,Other
E882735269,Non-Veg
E423613779,Non-Veg
D480842903,Veg
E481977984,Veg
B466413494,Veg
E733628685,Other
A101207972,Non-Veg
B667879095,Veg
B855819473,Non-Veg
B691620690,Veg
B112356196,Non-Veg
B672004097,Other
A535353960,Non-Veg
E578038269,Non-Veg
C922169368,Other
A132957181,Veg
C828449358,Veg
C987499703,Veg
E921166958,Other
D198352452,Other
D963131791,Veg
A831357209,Veg
C979584738,Veg
B300320395,Other
E590121660,Non-Veg
E733757298,Other
B896670784,Veg
E405709359,Veg
C405245229,Non-Veg
D259059556,Non-Veg
C995928985,Non-Veg
D238525060,Veg
D555302352,Other
A639157518,Other
C838530677,Veg
C333501721,Veg
E450690016,Other
B979402281,Other
B140222770,Veg
D948727542,Veg
A464515258,Veg
A568388254,Other
B325737184,Veg
E535055998,Non-Veg
A615685110,Non-Veg
B646227736,Veg
C488379139,Veg
D793776336,Other
B765289157,Other
E851620051,Other
A747546819,Veg
D538355277,Veg
C952204442,Other
E846969149,Veg
D864113584,Non-Veg
C570749342,Veg
D177790045,Other
A375340367,Veg
D330999030,Non-Veg
C651083608,Non-Veg
C825049383,Non-Veg
E874396044,Non-Veg
E812178451,Veg
D322967906,Veg
E498768045,Non-Veg
B517414433,Veg
D593004028,Veg
D788900237,Other
C480855632,Other
B117145348,Non-Veg
B506413051,Other
A470851948,Veg
E922925473,Non-Veg
A923103750,Other
B512653491,Non-Veg
C699700390,Non-Veg
D609285124,Other
B926937235,Non-Veg
C324246343,Non-Veg
A465511146,Non-Veg
E950039396,Other
E161073924,Other
E144015951,Other
D655116068,Veg
C364946189,Other
B102571819,Non-Veg
A723064890,Other
A766510672,Non-Veg
B165148993,Other
E858308125,Other
D708712824,Veg
B840476811,Non-Veg
E902621016,Veg
A436194624,Non-Veg
E308440954,Other
A484519070,Non-Veg
A350412355,Non-Veg
B350268205,Non-Veg
A757140158,Veg
E713230549,Veg
E817635437,Other
B177529961,Non-Veg
E510430581,Non-Veg
A886384213,Non-Veg
C104586884,Veg
C467959652,Non-Veg
A603070213,Veg
D288219132,Other
C520493229,Veg
C860124360,Non-Veg
A262251117,Veg
E325170033,Other
C292434357,Non-Veg
E593670189,Veg
C870144058,Veg
B110868370,Non-Veg
C766744338,Non-Veg
B995105707,Other
C549733664,Non-Veg
D725166899,Veg
C452375361,Veg
C201908563,Veg
B988833987,Other
B198741107,Other
D371398030,Other
E707280250,Veg
E605895447,Non-Veg
A781633292,Other
D517532600,Non-Veg
A110108813,Non-Veg
A206834912,Veg
A480030849,Non-Veg
D581814927,Other
A808166227,Other
E616124113,Non-Veg
B694041065,Non-Veg
D290858895,Other
D673762694,Veg
A277500087,Veg
D994450088,Veg
A574531748,Other
C225932251,Veg
C439834238,Non-Veg
A658087560,Other
A317054333,Non-Veg
D553703482,Veg
D732083105,Veg
D724208961,Non-Veg
D144291062,Veg
D646404656,Other
D379998239,Non-Veg
D221725177,Non-Veg
B108545528,Veg
B516683967,Veg
D853564030,Non-Veg
E582942706,Other
B465675160,Veg
B942001798,Other
B297041069,Other
A522473973,Veg
D234167483,Veg
C600080846,Other
A147260601,Other
E920530583,Veg
A528220684,Veg
E146923029,Other
D953732905,Veg
D970039348,Veg
B434518564,Veg
A132951711,Non-Veg
B597589582,Non-Veg
E898669953,Non-Veg
D598854594,Veg
B260127516,Non-Veg
B169416821,Non-Veg
D823367949,Other
A699461943,Non-Veg
D444827692,Veg
D506592790,Other
C713024565,Veg
D586503130,Other
B970359462,Other
D626139872,Other
C574344928,Non-Veg
E576678860,Non-Veg
B132680544,Veg
B567205951,Non-Veg
C535126079,Veg
D547512041,Other
B208141381,Non-Veg
D102965550,Non-Veg
A973638110,Other
C567218451,Other
E196143357,Non-Veg
E537551380,Non-Veg
C483429151,Non-Veg
B860784379,Other
C642711835,Veg
B357745541,Non-Veg
E106252040,Non-Veg
D498223356,Non-Veg
D430009468,Veg
B213803599,Non-Veg
E229122522,Other
E100799155,Other
E208900780,Non-Veg
E645451138,Other
E306537369,Other
A318407587,Non-Veg
C709546772,Veg
E353658126,Non-Veg
C862266674,Non-Veg
C348096736,Other
C603913552,Non-Veg
C623581489,Non-Veg
A500052509,Non-Veg
B308501467,Veg
E400502253,Veg
C758554874,Non-Veg
E283102040,Other
C725737450,Other
B629151373,Non-Veg
D355709790,Non-Veg
A566062810,Non-Veg
D458371020,Veg
D445212219,Veg
A817032430,Veg
B250551784,Non-Veg
D567534319,Veg
D813908950,Other
B979452781,Other
A602866335,Non-Veg
E704397725,Veg
D183126953,Non-Veg
B737121808,Veg
C977838682,Other
A180825133,Other
E914197959,Non-Veg
C937045137,Other
D425854431,Non-Veg
B286100409,Non-Veg
A767995897,Non-Veg
C435140803,Non-Veg
A767154078,Other
D567733673,Veg
A974006516,Other
D417618843,Veg
C630931926,Veg
D350124593,Non-Veg
D977990954,Non-Veg
D313787113,Non-Veg
B805149702,Non-Veg
A975010639,Non-Veg
E410557783,Other
B789147082,Veg
C285894109,Veg
D189539222,Veg
A476442734,Other
A904128181,Veg
B337000298,Non-Veg
C991298966,Veg
B349868476,Non-Veg
A604349700,Non-Veg
D633370291,Other
C405101155,Other
E397677539,Veg
A310120627,Other
D452318692,Other
C233946085,Non-Veg
C280706702,Veg
D947847461,Veg
E594591031,Non-Veg
A389839231,Non-Veg
D256899771,Other
E309839834,Veg
D263075143,Veg
D297659557,Other
D735974448,Other
A422020378,Non-Veg
C511598985,Veg
E470368545,Other
E232882276,Veg
A813134360,Non-Veg
D794904752,Veg
C699116560,Other
C155908242,Non-Veg
C531902629,Veg
C101571635,Veg
B330875849,Veg
A330889349,Veg
B986092326,Non-Veg
E723445799,Other
D496780538,Veg
E232991947,Veg
C848454345,Veg
B988399233,Non-Veg
D383146040,Other
B590192891,Veg
A935750271,Other
E360108148,Veg
A470369168,Other
E269586832,Other
D900301688,Veg
C319032012,Non-Veg
A493678986,Non-Veg
D474294953,Other
E930973182,Veg
D524889208,Other
E324145206,Veg
B892661569,Other
A339424432,Other
A376038105,Veg
B328927441,Veg
D312899941,Non-Veg
A104295877,Veg
B854504846,Veg
B937344299,Other
B311850936,Non-Veg
D115363462,Non-Veg
D786781195,Veg
D524001131,Other
D598155795,Other
D922466650,Other
A592996596,Veg
C681760644,Non-Veg
D540973275,Non-Veg
C132373077,Veg
E739912397,Other
E628723958,Non-Veg
C672814402,Other
A211645089,Veg
E649143810,Other
E742761451,Other
A509153851,Non-Veg
B108350567,Non-Veg
D400527941,Other
C707682684,Non-Veg
C789523392,Non-Veg
C792998824,Veg
C295167962,Non-Veg
D706247518,Non-Veg
B879820790,Non-Veg
A488591027,Other
D996489651,Other
C400083659,Other
E871374318,Other
D532703130,Veg
A934902395,Non-Veg
E453000206,Non-Veg
C246229877,Other
E635290867,Other
C427816537,Other
D489036806,Veg
D469746681,Other
B689039310,Non-Veg
D139315571,Veg
A650264894,Non-Veg
B287465342,Other
A369260366,Non-Veg
A675493827,Non-Veg
A805594214,Non-Veg
C870676301,Other
B390489455,Veg
A452436810,Other
C331355411,Veg
B721350638,Non-Veg
E260239793,Non-Veg
C710386710,Non-Veg
C117328378,Other
E111414078,Veg
C580732366,Other
D867453412,Veg
A587154155,Veg
D235055638,Other
E325403981,Non-Veg
A108353326,Other
A190529254,Other
B417674000,Veg
B480354788,Other
D973574439,Other
A436591929,Other
A159286723,Other
D933270888,Veg
B478490087,Other
C806316510,Other
B365531743,Veg
B683284184,Other
B641957947,Non-Veg
C567137891,Other
E464053422,Veg
D923494027,Other
A337016884,Non-Veg
C338401557,Non-Veg
